chid,chnm,bound_provenance,n_biofam_tested,n_biofam_active,n_biofam_separated,frac_tested_active,frac_tested_separated,family_loss
184723,"1H,1H-Perfluorooctylamine",default,14,5,5,0.35714285714285715,0.35714285714285715,0
380256,"4,4-bis(Trifluoromethyl)-4-fluoropropanoic acid",default,14,5,5,0.35714285714285715,0.35714285714285715,0
379814,Perfluoro-2-ethoxyethanesulfonic acid,default,14,9,9,0.6428571428571429,0.6428571428571429,0
880025,Sodium perfluorooctanoate,default,4,1,1,0.25,0.25,0
62101,2-(Perfluorooctyl)ethyl methacrylate,default,14,3,3,0.21428571428571427,0.21428571428571427,0
226894,9H-Perfluorononanoic acid,default,14,8,8,0.5714285714285714,0.5714285714285714,0
371164,"1H,1H-Perfluoro-2,5-dimethyl-3,6-dioxanonan-1-ol",estimated,13,10,2,0.7692307692307693,0.15384615384615385,8
622698,2H-Perfluoroisopropyl 2-fluoroacrylate,default,13,3,3,0.23076923076923078,0.23076923076923078,0
190949,"1,6-Diiodoperfluorohexane",estimated,15,15,6,1.0,0.4,9
59871,Perfluoropropanamide,default,15,3,3,0.2,0.2,0
381073,"Perfluoro-3,6-dioxadecanoic acid",estimated,14,8,6,0.5714285714285714,0.42857142857142855,2
238701,Perfluoropinacol,estimated,14,11,8,0.7857142857142857,0.5714285714285714,3
190948,"Perfluoro-1,4-diiodobutane",estimated,15,15,4,1.0,0.26666666666666666,11
377821,4:4 Fluorotelomer alcohol,default,16,2,2,0.125,0.125,0
60965,Heptafluorobutyramide,default,15,3,3,0.2,0.2,0
51419,"N-[(Perfluorooctylsulfonamido)propyl]-N,N,N-trimethylammonium iodide",estimated,16,15,6,0.9375,0.375,9
47558,2-(Perfluorohexyl)ethyl methacrylate,default,38,11,11,0.2894736842105263,0.2894736842105263,0
375107,11:1 Fluorotelomer alcohol,estimated,16,9,5,0.5625,0.3125,4
37708,Ammonium perfluorooctanoate,estimated,39,17,10,0.4358974358974359,0.2564102564102564,7
381090,"1H,1H,8H,8H-Perfluoro-3,6-dioxaoctane-1,8-diol",default,16,5,5,0.3125,0.3125,0
59832,"1H,1H,7H-Dodecafluoro-1-heptanol",estimated,16,5,1,0.3125,0.0625,4
59927,Hexafluoroamylene glycol,default,15,3,3,0.2,0.2,0
44572,Fluorotelomer alcohol 6:2,estimated,38,14,5,0.3684210526315789,0.13157894736842105,9
67629,N-Methylperfluorooctanesulfonamide,estimated,16,11,5,0.6875,0.3125,6
310730,Octafluoroadipamide,default,16,7,7,0.4375,0.4375,0
380257,3-(Perfluoroisopropyl)-2-propenoic acid,default,16,3,3,0.1875,0.1875,0
37706,Potassium perfluorooctanesulfonate,estimated,40,29,13,0.725,0.325,16
27426,N-Ethyl-N-(2-hydroxyethyl)perfluorooctane sulfonamide,estimated,16,13,5,0.8125,0.3125,8
375106,"Perfluoro-3,6-dioxaoctane-1,8-dioic acid",default,16,2,2,0.125,0.125,0
880215,Perfluoro-2-methyl-3-oxahexanoic acid,default,16,5,5,0.3125,0.3125,0
37709,Potassium perfluorohexanesulfonate,default,37,20,20,0.5405405405405406,0.5405405405405406,0
500450,Perfluoro(4-methoxybutanoic acid),default,16,6,6,0.375,0.375,0
29904,Fluorotelomer alcohol 8:2,estimated,39,14,5,0.358974358974359,0.1282051282051282,9
382093,2-Aminohexafluoropropan-2-ol,estimated,15,7,3,0.4666666666666667,0.2,4
38939,Perfluorooctanesulfonamide,estimated,41,35,23,0.8536585365853658,0.5609756097560976,12
400587,Nonafluoropentanamide,default,15,4,4,0.26666666666666666,0.26666666666666666,0
30030,Perfluorobutanesulfonic acid,default,16,5,5,0.3125,0.3125,0
379947,2-(Perfluorohexyl)ethanethiol,default,15,5,5,0.3333333333333333,0.3333333333333333,0
565479,8H-Perfluorooctanoic acid,default,15,11,11,0.7333333333333333,0.7333333333333333,0
379917,3-(Perfluorohexyl)propanoic acid,default,15,10,10,0.6666666666666666,0.6666666666666666,0
335129,"1,6-Dibromododecafluorohexane",default,14,4,4,0.2857142857142857,0.2857142857142857,0
379835,"1H,1H-Perfluoroheptylamine",default,14,5,5,0.35714285714285715,0.35714285714285715,0
379925,Perfluorononanoyl chloride,estimated,18,14,9,0.7777777777777778,0.5,5
59829,Perfluorooctanoyl fluoride,default,16,10,10,0.625,0.625,0
379930,"1H,1H-Perfluorononylamine",default,14,4,4,0.2857142857142857,0.2857142857142857,0
382154,Perfluoroheptanoyl chloride,default,16,12,12,0.75,0.75,0
187142,Pentadecafluorooctanoyl chloride,default,15,10,10,0.6666666666666666,0.6666666666666666,0
880131,"1H,1H,5H-Perfluoropentyl methacrylate",default,16,9,9,0.5625,0.5625,0
380837,"Perfluoro-3,6,9-trioxadecanoic acid",default,15,8,8,0.5333333333333333,0.5333333333333333,0
31865,Perfluorooctanoic acid,default,39,19,19,0.48717948717948717,0.48717948717948717,0
37707,Potassium perfluorobutanesulfonate,default,37,3,3,0.08108108108108109,0.08108108108108109,0
190946,Perfluorobutyraldehyde,default,6,1,1,0.16666666666666666,0.16666666666666666,0
370988,Allyl perfluoroisopropyl ether,default,6,1,1,0.16666666666666666,0.16666666666666666,0
891564,4:2 Fluorotelomer sulfonic acid,default,16,4,4,0.25,0.25,0
382147,"3-(Perfluoro-2-butyl)propane-1,2-diol",default,15,5,5,0.3333333333333333,0.3333333333333333,0
366226,Perfluoropentanamide,default,16,4,4,0.25,0.25,0
379270,1-Propenylperfluoropropane,default,6,1,1,0.16666666666666666,0.16666666666666666,0
31862,Perfluorohexanoic acid,default,39,11,11,0.28205128205128205,0.28205128205128205,0
441560,"Methyl 2H,2H,3H,3H-perfluoroheptanoate",default,16,5,5,0.3125,0.3125,0
275806,3H-Perfluoro-4-hydroxy-3-penten-2-one,default,5,1,1,0.2,0.2,0
285748,Methyl perfluoroethyl ketone,default,5,1,1,0.2,0.2,0
74059,"Difluoromethyl 1H,1H-perfluoropropyl ether",default,5,1,1,0.2,0.2,0
31077,Curcumin,estimated,23,18,15,0.782608695652174,0.6521739130434783,3
30636,Doxorubicin hydrochloride,estimated,21,17,8,0.8095238095238095,0.38095238095238093,9
20716,Hydroquinone,estimated,38,18,9,0.47368421052631576,0.23684210526315788,9
41035,(6)-Gingerol,default,12,3,3,0.25,0.25,0
872663,Bisdemethoxycurcumin,estimated,15,13,11,0.8666666666666667,0.7333333333333333,2
865801,Tetrahydrocurcumin,estimated,16,11,8,0.6875,0.5,3
20232,Caffeine,estimated,40,10,4,0.25,0.1,6
20523,"2,4-Dinitrophenol",estimated,37,30,9,0.8108108108108109,0.24324324324324326,21
110042,Atorvastatin calcium trihydrate,default,1,1,1,1.0,1.0,0
40684,Mevastatin,default,10,5,5,0.5,0.5,0
20784,Lovastatin,estimated,41,28,13,0.6829268292682927,0.3170731707317073,15
23581,Simvastatin,estimated,41,27,15,0.6585365853658537,0.36585365853658536,12
110051,Fluvastatin sodium hydrate,default,1,1,1,1.0,1.0,0
46488,Cerivastatin sodium,estimated,25,16,9,0.64,0.36,7
47133,"2,4,5-Trimethyl-3-oxazoline",default,15,5,5,0.3333333333333333,0.3333333333333333,0
49225,Oxazolone,default,15,4,4,0.26666666666666666,0.26666666666666666,0
21209,6-Propyl-2-thiouracil,default,42,9,9,0.21428571428571427,0.21428571428571427,0
893171,Xanthohumol,default,1,1,1,1.0,1.0,0
57907,MED_ChemMix_7EQC,default,4,1,1,0.25,0.25,0
57915,MED_ERAntagonMix_4EQC,default,4,2,2,0.5,0.5,0
21961,Benzophenone,default,37,11,11,0.2972972972972973,0.2972972972972973,0
32390,Fenarimol,estimated,41,33,11,0.8048780487804879,0.2682926829268293,22
34186,Spironolactone,estimated,39,31,9,0.7948717948717948,0.23076923076923078,22
57908,MED_ChemMix_7EnvC,default,4,1,1,0.25,0.25,0
57916,MED_ERAgonMix_4EQC,default,4,1,1,0.25,0.25,0
20182,Bisphenol A,estimated,43,26,17,0.6046511627906976,0.3953488372093023,9
34609,Fipronil,estimated,40,35,16,0.875,0.4,19
34187,Tamoxifen,estimated,42,32,19,0.7619047619047619,0.4523809523809524,13
57909,MED_IVEDCMix_4EQC,default,4,1,1,0.25,0.25,0
57917,MED_ERBothMix_8EQC,default,4,2,2,0.5,0.5,0
47576,Cotinine,default,39,2,2,0.05128205128205128,0.05128205128205128,0
20827,Methoxychlor,estimated,40,33,14,0.825,0.35,19
34192,17beta-Trenbolone,estimated,38,28,14,0.7368421052631579,0.3684210526315789,14
57910,MED_IVEDCMix_4EnvC,default,4,2,2,0.5,0.5,0
20431,"1,4-Dichlorobenzene",default,36,2,2,0.05555555555555555,0.05555555555555555,0
20366,Cyproterone acetate,estimated,38,30,11,0.7894736842105263,0.2894736842105263,19
