chid,casn,chnm,n_tested,n_active,n_selective,n_biofamilies_active,n_biofamilies_selective,family_loss
37094,68392-35-8,4-Hydroxytamoxifen,1117,484,183,30,17,13
22111,709-98-8,"N-(3,4-Dichlorophenyl)propanamide",1057,149,36,24,12,12
25680,4376-20-9,Mono(2-ethylhexyl) phthalate,785,91,91,17,17,0
47347,155990-20-8,SR271425,719,377,53,35,9,26
22253,10453-86-8,Resmethrin,1010,179,41,20,13,7
32398,131341-86-1,Fludioxonil,799,247,38,29,10,19
40002,131-70-4,Monobutyl phthalate,715,12,12,8,8,0
32651,51707-55-2,Thidiazuron,723,154,18,29,7,22
34962,153719-23-4,Thiamethoxam,737,10,10,6,6,0
26684,101-86-0,2-(Phenylmethylene)octanal,969,106,8,13,3,10
34545,110488-70-5,Dimethomorph,784,132,43,16,10,6
20541,57-41-0,"5,5-Diphenylhydantoin",1247,56,56,9,9,0
40362,50-65-7,5-Chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxybenzamide,1002,399,84,32,15,17
21961,119-61-9,Benzophenone,1233,42,42,11,11,0
32649,7696-12-0,Tetramethrin,1002,157,17,19,9,10
37495,1007-28-9,Deisopropylatrazine,749,24,24,13,13,0
24182,109-86-4,2-Methoxyethanol,897,7,7,4,4,0
23907,205-99-2,Benzo(b)fluoranthene,1002,217,55,30,19,11
20426,99-30-9,Dichloran,1044,208,17,29,7,22
32464,41198-08-7,Profenofos,755,126,44,17,11,6
21256,599-79-1,Sulfasalazine,1229,94,11,15,7,8
32572,23031-36-9,Prallethrin,824,226,37,23,11,12
32113,107534-96-3,Tebuconazole,1067,216,71,29,14,15
21166,51-03-6,Piperonyl butoxide,1001,142,40,21,10,11
32549,126833-17-8,Fenhexamid,720,114,36,14,10,4
25219,25155-30-0,Sodium dodecylbenzenesulfonate,1093,326,66,33,17,16
22455,131-11-3,Dimethyl phthalate,1055,6,6,3,3,0
32548,114369-43-6,"4-(4-Chlorophenyl)-2-phenyl-2-(1H-1,2,4-triazol-1-ylmethyl)butyronitrile",741,202,41,29,9,20
48182,712-50-5,Cyclohexylphenylketone,926,56,56,9,9,0
32470,31218-83-4,Propetamphos,717,108,108,20,20,0
20365,59865-13-3,Cyclosporin A,912,309,120,16,11,5
21385,133-07-3,Folpet,998,295,27,21,9,12
24211,15299-99-7,Napropamide,1065,186,23,27,9,18
40722,2433-14-9,4-Cyclohexylcyclohexanol,982,83,4,11,1,10
33923,32809-16-8,Procymidone,1346,88,88,13,13,0
32667,66230-04-4,Es-fenvalerate,747,124,37,21,11,10
20152,100-51-6,Benzyl alcohol,1053,7,7,4,4,0
20819,950-37-8,Methidathion,712,89,89,16,16,0
24048,43222-48-6,Difenzoquat metilsulfate,979,201,51,32,15,17
20347,56-72-4,Coumaphos,1369,285,66,31,11,20
22162,1689-84-5,Bromoxynil,959,218,16,30,13,17
20431,106-46-7,"1,4-Dichlorobenzene",1038,3,3,2,2,0
20811,7487-94-7,Mercuric chloride,1085,624,117,27,12,15
26031,151-21-3,Sodium dodecyl sulfate,1231,216,26,30,11,19
32562,113-48-4,Octylbicycloheptenedicarboximide,809,188,32,28,10,18
32365,1194-65-6,"2,6-Dichlorobenzonitrile",706,15,15,6,6,0
24304,74051-80-2,Sethoxydim,722,41,41,11,11,0
20686,58-89-9,Lindane,996,107,43,18,10,8
47371,725228-45-5,AVE5638,725,418,119,33,21,12
47251,145742-28-5,CP-122721,711,275,71,29,15,14
24154,36734-19-7,Iprodione,1037,131,131,23,23,0
23871,33089-61-1,Amitraz,1236,260,22,21,5,16
21600,111-14-8,Heptanoic acid,955,5,5,2,2,0
32359,121552-61-2,Cyprodinil,695,182,53,21,11,10
41306,131-55-5,"2,2',4,4'-Tetrahydroxybenzophenone",1330,245,245,19,19,0
22448,51218-45-2,Metolachlor,1050,125,125,18,18,0
24245,40487-42-1,Pendimethalin,1022,167,49,18,10,8
21641,112-05-0,Nonanoic acid,968,11,11,5,5,0
40707,33228-44-3,4-Pentylaniline,963,102,17,16,7,9
21395,1582-09-8,Trifluralin,1059,116,31,17,10,7
20515,68-12-2,"N,N-Dimethylformamide",968,4,4,1,1,0
20420,23950-58-5,Propyzamide,1032,92,92,15,15,0
21992,82385-42-0,Sodium saccharin hydrate,694,4,4,2,2,0
33836,104-40-5,4-Nonylphenol,1234,315,32,28,10,18
27204,556-61-6,Methyl isothiocyanate,956,37,37,10,10,0
20450,115-32-2,Dicofol,713,280,42,33,14,19
37185,19774-82-4,Amiodarone hydrochloride,806,402,81,37,18,19
44203,112529-15-4,Pioglitazone hydrochloride,988,139,35,29,13,16
40701,77-93-0,Triethyl citrate,690,7,7,3,3,0
47367,328392-46-7,HMR1171,289,151,16,17,10,7
32640,95737-68-1,Pyriproxyfen,728,114,16,20,9,11
24261,732-11-6,Phosmet,1274,117,117,17,17,0
21268,122-34-9,Simazine,1243,30,30,12,12,0
32525,149877-41-8,Bifenazate,706,108,40,15,9,6
34210,29091-21-2,Prodiamine,712,312,53,28,11,17
21311,732-26-3,"2,4,6-Tris(tert-butyl)phenol",985,159,37,24,12,12
24266,29232-93-7,Pirimiphos-methyl,747,153,36,21,10,11
47342,NOCAS_47342,SR125047,728,337,62,36,16,20
32488,117718-60-2,Thiazopyr,702,112,40,14,11,3
24109,66332-96-5,Flutolanil,706,100,19,16,7,9
32556,117337-19-6,Fluthiacet-methyl,693,48,48,13,13,0
34303,81406-37-3,Fluroxypyr-meptyl,693,138,14,19,6,13
23951,5234-68-4,Carboxin,965,94,94,23,23,0
24035,94-82-6,"2,4-Dichlorophenoxybutyric acid",704,32,32,13,13,0
24204,21087-64-9,Metribuzin,966,31,31,9,9,0
21322,97-77-8,Tetraethylthiuram disulfide,1349,544,258,26,14,12
27205,556-67-2,Octamethylcyclotetrasiloxane,953,10,10,5,5,0
24242,76738-62-0,Paclobutrazol,982,103,48,19,11,8
21952,115-86-6,Triphenyl phosphate,1049,219,60,29,16,13
20022,50594-66-6,Acifluorfen,978,54,54,16,16,0
47381,NOCAS_47381,AVE8923,679,343,86,24,16,8
24882,66-81-9,Cycloheximide,1475,419,35,34,8,26
32578,59669-26-0,Thiodicarb,705,193,55,23,14,9
34676,42509-80-8,Isazofos,711,102,102,21,21,0
47362,NOCAS_47362,SSR150106,704,262,96,29,15,14
20877,90-12-0,1-Methylnaphthalene,948,3,3,2,2,0
32393,72490-01-8,Fenoxycarb,688,181,14,29,5,24
24234,27314-13-2,Norflurazon,964,92,92,16,16,0
34223,119168-77-3,Tebufenpyrad,706,316,125,34,26,8
21105,82-68-8,Fartox,960,114,15,18,6,12
47257,127308-82-1,Zamifenacin,708,280,84,30,20,10
40716,5349-51-9,4-(2-Methylbutan-2-yl)cyclohexanol,964,59,19,5,2,3
23899,1861-40-1,Benfluralin,965,86,21,13,9,4
34580,26225-79-6,Ethofumesate,695,138,18,27,5,22
23848,34256-82-1,Acetochlor,1028,211,46,26,11,15
21160,1918-02-1,Picloram,1218,25,25,7,7,0
24902,533-74-4,Dazomet,960,263,38,17,7,10
40001,4376-18-5,Monomethyl phthalate,721,14,14,7,7,0
34948,112410-23-8,Tebufenozide,697,100,9,16,4,12
32376,87674-68-8,Dimethenamid,868,116,42,19,12,7
24272,7287-19-6,Prometryn,968,88,88,22,22,0
34881,124495-18-7,Quinoxyfen,705,199,18,26,8,18
20226,10108-64-2,Cadmium chloride,811,425,168,19,15,4
21301,54965-24-1,Tamoxifen citrate,1249,710,102,36,19,17
20089,101-05-3,Anilazine,714,39,39,14,14,0
27932,27323-41-7,Dodecylbenzene sulfonate triethanolamine(1:1),709,175,32,26,13,13
22020,314-40-9,Bromacil,704,66,66,20,20,0
47263,349495-42-7,PharmaGSID_47263,697,57,13,13,6,7
32655,131983-72-7,Triticonazole,798,98,98,15,15,0
34401,69327-76-0,Buprofezin,701,233,33,32,10,22
24175,57837-19-1,Metalaxyl,1237,33,33,7,7,0
32554,87546-18-7,Flumiclorac-pentyl,701,74,15,12,5,7
32615,98967-40-9,Flumetsulam,714,10,10,5,5,0
21086,23135-22-0,Oxamyl,973,51,51,12,12,0
34665,81334-34-1,Imazapyr,709,8,8,4,4,0
47353,NOCAS_47353,SSR 241586 HCl,710,424,65,35,12,23
32537,7173-51-5,Didecyldimethylammonium chloride,716,437,112,33,19,14
22265,15972-60-8,Alachlor,950,162,39,17,11,6
32555,103361-09-7,Flumioxazin,698,71,71,18,18,0
22267,16752-77-5,Methomyl,692,19,19,10,10,0
34612,69806-50-4,Fluazifop-butyl,685,20,20,8,8,0
24159,82558-50-7,Isoxaben,973,122,62,21,14,7
47262,207736-05-8,CI-1029,702,55,55,19,19,0
26523,87-90-1,Symclosene,945,17,17,7,7,0
24299,78587-05-0,Hexythiazox,710,196,32,29,9,20
23869,834-12-8,Ametryn,960,67,67,22,22,0
34973,87820-88-0,Tralkoxydim,697,40,9,12,3,9
32337,33629-47-9,Butralin,726,139,24,17,6,11
32497,55335-06-3,Triclopyr,679,23,23,9,9,0
34528,145701-21-9,Diclosulam,708,53,53,17,17,0
20620,55-38-9,Fenthion,1310,163,48,22,12,10
23878,120-12-7,Anthracene,965,45,45,13,13,0
20628,2164-17-2,Fluometuron,955,43,43,14,14,0
23742,81-81-2,Warfarin,1026,46,46,13,13,0
47341,264618-44-2,SSR146977,710,193,39,29,11,18
32392,66441-23-4,Fenoxaprop-ethyl,684,69,4,19,3,16
20792,123-33-1,Maleic hydrazide,941,8,8,4,4,0
34252,149979-41-9,Tepraloxydim,685,8,8,4,4,0
34877,53112-28-0,Pyrimethanil,681,58,58,13,13,0
34586,153233-91-1,Etoxazole,709,211,40,25,12,13
32628,161050-58-4,Methoxyfenozide,692,69,35,11,8,3
34465,210880-92-5,Clothianidin,726,24,24,15,15,0
34855,79241-46-6,Butyl (2R)-2-(4-{[5-(trifluoromethyl)pyridin-2-yl]oxy}phenoxy)propanoate,697,32,2,10,2,8
22331,89-72-5,2-(Butan-2-yl)phenol,958,38,9,9,3,6
24101,101200-48-0,Tribenuron-methyl,540,13,13,10,10,0
47351,464930-42-5,SSR 240612,679,352,51,31,14,17
34503,122008-85-9,Cyhalofop-butyl,683,46,7,13,4,9
20194,10043-35-3,Boric acid (H3BO3),1059,4,4,4,4,0
32532,128639-02-1,Carfentrazone-ethyl,690,67,24,15,4,11
20930,54-11-5,(-)-Nicotine,973,19,19,8,8,0
34456,87818-31-3,Cinmethylin,694,79,20,16,8,8
23588,50-70-4,D-Glucitol,812,6,6,3,3,0
23733,99-66-1,Valproic acid,1242,21,21,6,6,0
24239,19666-30-9,Oxadiazon,1035,263,45,30,9,21
40713,1034-01-1,Octyl gallate,740,357,91,32,21,11
34872,1698-60-8,Chloridazon,689,18,18,6,6,0
20764,101-21-3,Chlorpropham,973,90,31,15,12,3
34803,219714-96-2,Penoxsulam,869,53,53,12,12,0
34818,35575-96-3,Azamethiphos,680,162,18,22,11,11
34618,188489-07-8,Flufenpyr-ethyl,678,22,22,6,6,0
47377,NOCAS_47377,AVE6324,693,363,40,26,14,12
21948,114-26-1,Propoxur,950,42,42,12,12,0
32577,79538-32-2,Tefluthrin,725,97,44,14,6,8
47389,433212-21-6,SAR 150640,718,270,59,27,17,10
20232,58-08-2,Caffeine,963,55,6,10,4,6
20205,85-68-7,Benzyl butyl phthalate,1064,118,16,16,6,10
38732,123-25-1,Diethyl butanedioate,675,19,19,13,13,0
20242,2425-06-1,Captafol,976,418,85,33,19,14
47542,117428-22-5,Picoxystrobin,736,329,90,33,15,18
22366,50-27-1,Estriol,1015,98,98,11,11,0
23901,25057-89-0,Bentazone,954,26,26,11,11,0
47357,288104-79-0,Surinabant,690,268,51,32,15,17
34816,6923-22-4,Monocrotophos,705,13,13,7,7,0
32356,1134-23-2,Cycloate,708,23,23,8,8,0
20215,25013-16-5,Butylated hydroxyanisole,551,52,24,13,7,6
20508,75-60-5,Dimethylarsinic acid,673,32,32,8,8,0
32683,7786-34-7,Mevinphos,676,38,38,15,15,0
34930,98886-44-3,Fosthiazate,715,41,41,15,15,0
23999,66215-27-8,Cyromazine,1209,19,19,6,6,0
29221,1702-17-6,Clopyralid,938,18,18,5,5,0
32327,22781-23-3,Bendiocarb,951,73,34,13,11,2
20458,2921-88-2,Chlorpyrifos,996,232,49,21,16,5
27923,27176-87-0,Dodecylbenzenesulfonic acid,690,288,64,32,17,15
32355,81777-89-1,Clomazone,691,53,53,12,12,0
23890,3337-71-1,Asulam,939,8,8,6,6,0
24002,39515-41-8,Fenpropathrin,973,136,52,18,14,4
24338,23564-05-8,Thiophanate-methyl,951,91,14,17,5,12
47311,NOCAS_47311,GSK163929B,681,248,26,30,9,21
34849,25606-41-1,Propamocarb hydrochloride,671,8,8,8,8,0
32569,23103-98-2,Pirimicarb,702,42,42,13,13,0
32459,298-02-2,Phorate,716,75,75,11,11,0
21196,139-40-2,"2,4-Bis(isopropylamino)-6-chloro-1,3,5-triazine",950,52,52,14,14,0
34265,57754-85-5,Clopyralid-olamine,688,13,13,8,8,0
23990,21725-46-2,Cyanazine,965,44,44,14,14,0
24018,1918-00-9,Dicamba,934,7,7,5,5,0
20440,120-36-5,Dichlorprop,951,13,13,6,6,0
32581,156052-68-5,Zoxamide,681,298,70,32,13,19
24195,94-74-6,2-(4-Chloro-2-methylphenoxy)acetic acid,946,24,24,10,10,0
32405,23422-53-9,Formetanate hydrochloride,685,72,11,11,4,7
24337,28249-77-6,Thiobencarb,946,85,31,14,9,5
22959,577-11-7,Docusate sodium,1127,466,48,31,14,17
32379,97886-45-8,Dithiopyr,743,154,39,23,7,16
23936,2008-41-5,Butylate,674,8,8,5,5,0
24489,2835-95-2,5-Amino-2-methylphenol,684,61,24,16,9,7
22927,69655-05-6,Didanosine,1210,23,23,8,8,0
34627,69377-81-7,Fluroxypyr,687,8,8,6,6,0
43709,4449-51-8,Cyclopamine,692,89,15,17,12,5
24317,5902-51-2,Terbacil,942,48,48,13,13,0
27397,1338-43-8,"Sorbitan, mono-(9Z)-9-octadecenoate",765,12,12,6,6,0
22731,298-46-4,Carbamazepine,1206,47,47,12,12,0
47320,180084-01-9,SB236057A,697,378,63,32,17,15
47290,402910-27-4,UK-416244,691,152,41,21,10,11
22522,84-69-5,Diisobutyl phthalate,978,124,33,16,9,7
47315,444610-91-7,PharmaGSID_47315,667,385,66,33,16,17
40371,140-56-7,Fenaminosulf,677,104,24,23,7,16
40222,199119-58-9,Trifloxysulfuron-sodium,674,27,27,11,11,0
20249,1563-66-2,Carbofuran,967,66,66,15,15,0
34227,119515-38-7,Icaridin,864,17,17,8,8,0
47379,1437319-51-1,"3-Chloro-2-((3R)-5-chloro-1-(2,4-dimethoxybenzyl)-3-methyl-2-oxo-2,3-dihydro-1H-indol-3-yl)-N-ethyl-N-(3-pyridinylmethyl)benzamide hydrochloride (1:1)",676,306,60,30,14,16
34773,116714-46-6,Novaluron,685,29,29,9,9,0
32553,62924-70-3,Flumetralin,751,177,45,25,10,15
20140,532-32-1,Sodium benzoate,690,0,0,0,0,0
24145,51235-04-2,Hexazinone,931,14,14,8,8,0
20027,79-06-1,Acrylamide,971,15,15,6,6,0
24729,10605-21-7,Carbendazim,970,125,3,17,2,15
23881,74115-24-5,Clofentezine,959,64,64,16,16,0
26665,100-54-9,3-Pyridinecarbonitrile,948,3,3,3,3,0
21209,51-52-5,6-Propyl-2-thiouracil,1294,33,33,9,9,0
44337,NOCAS_44337,Diquat-d4 dibromide,267,42,13,11,5,6
21976,122-99-6,2-Phenoxyethanol,1271,9,9,3,3,0
23889,76578-14-8,Quizalofop-ethyl,947,61,13,18,8,10
32547,2593-15-9,Etridiazole,689,88,88,22,22,0
24287,81335-77-5,Imazethapyr,947,6,6,5,5,0
34664,114311-32-9,Imazamox,705,8,8,5,5,0
34864,181274-15-7,Propoxycarbazone-sodium,668,16,16,7,7,0
34573,97780-06-8,Ethametsulfuron-methyl,267,16,16,7,7,0
23914,141-66-2,Dicrotophos,704,15,15,9,9,0
40755,113776-20-8,Fenoxaprop-(2S)-ethyl,267,26,16,11,9,2
22000,141-43-5,Ethanolamine,667,5,5,4,4,0
23556,68-26-8,Retinol,1020,207,45,21,12,9
34871,129630-19-9,Pyraflufen-ethyl,680,39,39,12,12,0
32645,122836-35-5,Sulfentrazone,669,31,31,9,9,0
23864,74223-64-6,Metsulfuron-methyl,614,15,15,6,6,0
24316,34014-18-1,Tebuthiuron,928,16,16,5,5,0
34232,101-10-0,2-(m-Chlorophenoxy)propionic acid,685,18,18,9,9,0
47303,179465-71-5,CJ-013790,702,207,34,32,14,18
24431,1646-75-9,Aldicarb oxime,665,4,4,4,4,0
34673,144550-36-7,Iodosulfuron methyl ester sodium salt,684,17,17,6,6,0
34365,134605-64-4,Butafenacil,678,74,32,14,9,5
22524,50-35-1,Thalidomide,935,6,6,3,3,0
34270,104098-48-8,Imazapic,668,9,9,6,6,0
24216,1929-82-4,Nitrapyrin,934,24,8,7,1,6
24085,16672-87-0,2-Cloroethylphosphonic acid,929,21,11,9,7,2
32463,86209-51-0,Primisulfuron-methyl,264,10,10,6,6,0
32673,123343-16-8,Pyrithiobac sodium,680,7,7,5,5,0
20537,147-24-0,Diphenhydramine hydrochloride,1046,144,74,23,17,6
24888,6055-19-2,Cyclophosphamide monohydrate,1190,12,12,3,3,0
47598,41481-66-7,"4,4'-Sulfonylbis[2-(prop-2-en-1-yl)phenol]",770,335,84,33,14,19
34364,144651-06-9,Oxasulfuron,263,17,17,7,7,0
25895,101-54-2,"N-Phenyl-1,4-benzenediamine",949,259,48,26,15,11
24793,2675-77-6,Chloroneb,675,20,20,5,5,0
32544,136-45-8,"Dipropyl 2,5-pyridinedicarboxylate",666,23,23,8,8,0
24152,81335-37-7,Imazaquin,925,15,15,7,7,0
47363,139290-65-6,Volinanserin,695,106,42,22,11,11
25438,127-07-1,Hydroxyurea,936,18,18,9,9,0
22053,534-52-1,"4,6-Dinitro-o-cresol",931,295,58,33,17,16
20462,111-46-6,Diethylene glycol,925,4,4,4,4,0
23796,140-64-7,Pentamidine isethionate,1211,326,80,31,17,14
24345,82097-50-5,Triasulfuron,611,20,20,7,7,0
26132,83-67-0,Theobromine,924,4,4,4,4,0
20370,1596-84-5,Daminozide,953,9,9,4,4,0
32610,80844-07-1,Etofenprox,692,68,68,13,13,0
34490,420-04-2,Cyanamide,759,6,6,5,5,0
32641,84087-01-4,Quinclorac,661,5,5,3,3,0
47264,171866-31-2,CP-283097,690,39,39,11,11,0
20634,51-21-8,5-Fluorouracil,1210,170,8,23,2,21
38321,3739-38-6,3-Phenoxybenzoic acid,667,14,14,7,7,0
32502,126535-15-7,Triflusulfuron-methyl,260,20,20,6,6,0
25805,26530-20-1,2-n-Octyl-4-isothiazolin-3-one,957,498,84,32,15,17
34712,208465-21-8,Mesosulfuron-methyl,260,3,3,2,2,0
32642,122931-48-0,Rimsulfuron,496,21,21,8,8,0
34496,127277-53-6,Prohexadione-calcium,262,4,4,3,3,0
20755,54-85-3,Isoniazid,1189,32,32,7,7,0
47333,NOCAS_47333,PharmaGSID_47333,692,69,34,18,11,7
42416,1191-50-0,Sodium myristyl sulfate,669,192,43,25,14,11
47310,196808-45-4,Farglitazar,748,358,79,33,17,16
26900,112-00-5,Dodecyltrimethylammonium chloride,944,399,62,34,13,21
34650,100784-20-1,Halosulfuron-methyl,256,12,12,5,5,0
47339,181640-09-5,SR144190,674,112,31,19,7,12
24164,83055-99-6,Bensulfuron-methyl,602,11,11,5,5,0
34753,173159-57-4,Foramsulfuron,255,3,3,2,2,0
47565,2043-57-4,"1H,1H,2H,2H-Perfluorooctyl iodide",694,5,5,5,5,0
25363,79-14-1,Glycolic acid,540,7,7,2,2,0
34286,26172-55-4,5-Chloro-2-methyl-3(2H)-isothiazolone,747,104,40,14,7,7
47364,1075752-90-7,SSR 103800,674,243,52,33,16,17
24845,64-86-8,Colchicine,1236,286,37,30,8,22
20453,60-57-1,Dieldrin,700,219,99,27,24,3
47391,1068967-96-3,SAR102608,669,99,22,22,6,16
47259,149062-75-9,"1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)",673,87,23,14,7,7
27983,34590-94-8,Dipropylene glycol monomethyl ether,917,13,13,7,7,0
26081,79-94-7,"3,3',5,5'-Tetrabromobisphenol A",1384,528,102,33,18,15
23719,97322-87-7,Troglitazone,1000,325,85,31,18,13
47266,230954-09-3,CP-544439,655,69,9,20,6,14
47348,742693-38-5,SSR504734,671,280,33,30,10,20
20336,637-07-0,Clofibrate,1207,27,27,12,12,0
40742,124-94-7,Triamcinolone,935,83,83,13,13,0
47349,NOCAS_47349,AVE8488,644,196,33,28,13,15
20663,56-81-5,Glycerol,1010,8,8,4,4,0
24955,110-05-4,Di-tert-butyl peroxide,918,3,3,3,3,0
29874,49562-28-9,Fenofibrate,938,179,33,23,15,8
47288,203942-49-8,UK-337312,682,393,56,34,18,16
47592,484-17-3,9-Phenanthrol,737,343,37,23,13,10
47387,NOCAS_47387,SAR102779,676,323,46,28,12,16
21028,55-18-5,N-Nitrosodiethylamine,933,9,9,5,5,0
27640,6915-15-7,Malic acid,911,9,9,6,6,0
47325,NOCAS_47325,SB413217A,669,111,27,20,7,13
20290,50892-23-4,"[4-Chloro-6-(2,3-xylidino)-2-pyrimidinylthio]acetic acid",1189,78,78,14,14,0
47285,527680-56-4,PHA-00568487,650,12,12,9,9,0
47270,253450-09-8,Besonprodil,667,137,47,27,15,12
24436,25956-17-6,Allura Red C.I.16035,651,86,2,14,2,12
47360,929601-09-2,SR58611,653,186,43,23,12,11
47248,NOCAS_47248,CI-1018,661,112,112,23,23,0
20820,60-56-0,Methimazole,1223,33,33,9,9,0
21217,58-14-0,Pyrimethamine,1184,233,43,24,10,14
24126,1024-57-3,Heptachlor epoxide B,666,197,67,22,17,5
21123,57-30-7,Phenobarbital sodium,695,15,15,8,8,0
20916,2243-62-1,"1,5-Naphthalenediamine",665,97,35,24,13,11
21185,53-03-2,Prednisone,1201,71,71,11,11,0
23645,60-54-8,Tetracycline,675,33,33,12,12,0
47304,135080-03-4,CP-100829,653,300,52,32,16,16
20699,136-77-6,4-Hexylresorcinol,1205,386,56,24,11,13
47359,298198-52-4,"4-Bromophenyl 1,4-diazabicyclo(3.2.2)nonane-4-carboxylate",673,61,61,14,14,0
47272,249296-43-3,CJ-013610,665,234,37,31,10,21
20501,1095-90-5,Methadone hydrochloride,1206,180,57,19,10,9
24289,129-00-0,Pyrene,722,74,13,16,6,10
20262,133-90-4,Chloramben,910,11,11,6,6,0
20069,97-56-3,o-Aminoazotoluene,945,397,131,35,27,8
24460,60-09-3,C.I. Solvent Yellow 1,662,206,37,32,14,18
47337,1061517-62-1,PharmaGSID_47337,669,307,19,34,12,22
47355,189003-92-7,Trelanserin,660,133,47,20,13,7
20679,76-44-8,Heptachlor,936,361,77,25,17,8
27635,6846-50-0,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",920,30,4,7,2,5
20627,86386-73-4,Fluconazole,1171,16,16,2,2,0
32523,2634-33-5,"1,2-Benzisothiazolin-3-one",660,272,49,25,12,13
47538,6624-73-3,"Pentane-1,5-diyl dibenzoate",656,83,65,20,18,2
21124,108-95-2,Phenol,1184,5,5,5,5,0
26076,1401-55-4,Tannic acid,724,286,44,33,18,15
21455,1934-21-0,C.I. Acid Yellow 23,1166,97,17,12,7,5
21411,115-96-8,Tris(2-chloroethyl) phosphate,956,14,14,7,7,0
42400,1120-01-0,Sodium hexyldecyl sulfate,650,124,31,22,14,8
47283,368832-42-2,CP-728663,674,156,35,22,12,10
20970,1836-75-5,Nitrofen,1018,148,31,24,11,13
20068,117-79-3,2-Aminoanthraquinone,937,134,54,25,18,7
23235,69-65-8,D-Mannitol,1208,7,7,4,4,0
26193,87-61-6,"1,2,3-Trichlorobenzene",918,4,4,4,4,0
26259,13674-84-5,Tris(2-chloroisopropyl)phosphate,880,41,41,8,8,0
47249,221246-12-4,Fandosentan potassium salt,665,149,14,26,6,20
21206,57-55-6,"1,2-Propylene glycol",987,7,3,4,3,1
47368,344930-95-6,SSR69071,664,231,68,30,14,16
47540,6344-67-8,3-Hydroxyfluorene,717,201,65,20,13,7
47358,439687-69-1,Nelivaptan,678,259,21,33,10,23
41097,85532-75-8,1-(2-Chlorophenyl)-N-methyl-N-(1-methylpropyl)-3-isoquinolinecarboxamide,665,137,44,20,15,5
47271,676116-04-4,PD 0343701,674,372,80,36,15,21
20375,50-29-3,DDT,1290,433,93,31,14,17
22519,59-30-3,Folic acid,927,18,18,7,7,0
47268,104795-68-8,CI-959,662,245,14,29,8,21
32004,13311-84-7,Flutamide,1290,312,47,34,12,22
20485,20325-40-0,C.I. Disperse Black 6 dihydrochloride,917,267,43,27,14,13
24538,1143-38-0,Anthralin,1176,63,63,18,18,0
20582,91-53-2,Ethoxyquin,1017,182,36,23,12,11
21771,80-46-6,4-(2-Methylbutan-2-yl)phenol,1259,202,48,19,8,11
20807,149-30-4,2-Mercaptobenzothiazole,735,99,41,18,12,6
47385,NOCAS_47385,SAR377142,636,116,19,22,8,14
31131,131-18-0,Dipentyl phthalate,1010,98,17,14,7,7
21032,621-64-7,N-Nitrosodi-n-propylamine,917,5,5,3,3,0
21125,77-09-8,Phenolphthalein,1221,349,50,30,13,17
25453,123-92-2,3-Methylbutyl acetate,897,5,5,2,2,0
23826,4098-71-9,Isophorone diisocyanate,908,26,26,11,11,0
38298,5315-79-7,1-Hydroxypyrene,748,253,57,25,18,7
25486,51-30-9,Isoproterenol hydrochloride,918,110,70,19,17,2
23581,79902-63-9,Simvastatin,966,250,87,27,15,12
40788,121-00-6,2-tert-Butyl-4-methoxyphenol,657,74,74,13,13,0
25178,102-06-7,"1,3-Diphenylguanidine",929,118,13,18,8,10
24652,52-51-7,Bronopol,734,192,23,19,7,12
27494,2687-25-4,"2,3-Diaminotoluene",918,162,162,29,29,0
47313,263553-33-9,GW473178E methyl benzene sulphonic acid,634,105,105,26,26,0
21218,117-39-5,Quercetin,939,236,36,24,15,9
46970,105624-86-0,"2-(2,6-Diisopropylphenyl)-5-hydroxy-1H-isoindole-1,3-dione",742,339,81,30,17,13
21393,112-27-6,Triethylene glycol,973,8,8,4,4,0
20168,111-44-4,Bis(chloroethyl) ether,911,3,3,2,2,0
21342,97-18-7,Bithionol,1104,568,158,18,13,5
47346,NOCAS_47346,SSR162369,638,32,32,9,9,0
32514,643-79-8,"1,2-Benzenedicarboxaldehyde",910,162,42,19,11,8
20887,91-62-3,6-Methylquinoline,912,7,7,4,4,0
20283,95-83-0,"4-Chloro-1,2-diaminobenzene",921,262,54,33,12,21
20529,121-14-2,"2,4-Dinitrotoluene",897,31,31,10,10,0
24359,95-95-4,"2,4,5-Trichlorophenol",1060,205,32,19,12,7
47327,313994-79-5,MK-578,632,94,17,18,7,11
21126,92-84-2,Phenothiazine,1018,160,17,23,7,16
23950,55285-14-8,Carbosulfan,898,191,38,20,15,5
20740,53-86-1,Indomethacin,1193,79,79,15,15,0
47383,1437319-46-4,AVE3247,630,25,25,10,10,0
20784,75330-75-5,Lovastatin,1234,339,74,28,13,15
47252,186392-65-4,Ingliforib,635,80,3,15,2,13
20189,3844-45-9,FD&C Blue No. 1,650,98,13,18,11,7
20510,57-97-6,"7,12-Dimethylbenz[a]anthracene",1009,431,81,31,15,16
21097,2058-46-0,Oxytetracycline hydrochloride,1027,51,51,13,13,0
47369,221671-62-1,SR146131 trifluoroacetate (1:1),636,374,87,34,20,14
20867,838-88-0,"4,4'-Methylenebis(o-toluidine)",931,92,92,15,15,0
29871,23593-75-1,Clotrimazole,946,471,103,35,16,19
24254,85-01-8,Phenanthrene,992,58,13,10,5,5
20921,91-59-8,2-Naphthylamine,923,79,79,20,20,0
